Letter ID,Sender,Recipient,Date ,Sender ID,Recipient ID,Origin,Destination,Origin GeoNames ID,Destination GeoNames ID
9914823,Marin Mersenne,Evangelista Torricelli,1646-04-18,7584584,9911068,Paris (FR),Firenze (IT),2988507,3176959
9914828,Charles Cavendish,John Pell,1646-04-18,7808257,9911085,Paris (FR),Amsterdam (NL),2988507,2759794
9914829,de Méru,Marin Mersenne,1646-04-30,9910966,7584584,Nevers (FR),Paris (FR),2990474,2988507
9914830, Bonnel,Marin Mersenne,1646-04,9910971,7584584,Montpellier (FR),Paris (FR),2992166,2988507
9914834,John Pell,Charles Cavendish,1646-05-04,9911085,7808257,Amsterdam (NL),Paris (FR),2759794,2988507
9914837,Thomas Hobbes,Samuel Sorbière,1646-05-16,7807623,7807690,Paris (FR),Den Haag (NL),2988507,2747373
9914839,John Pell,Charles Cavendish,1646-05-11,9911085,7808257,Amsterdam (NL),Paris (FR),2759794,2988507
9914840,Gilles Personne de Roberval,Charles Cavendish,1646-05-23,7585018,7808257,Paris (FR),Paris (FR),2988507,2988507
9914842,Charles Cavendish,John Pell,1646-06-01,7808257,9911085,Paris (FR),Amsterdam (NL),2988507,2759794
9914848, Bonnel,Marin Mersenne,1646-07-02,9910971,7584584,Montpellier (FR),,2992166,
9914851,Evangelista Torricelli,Marin Mersenne,1646-07-07,9911068,7584584,Firenze (IT),,3176959,
9914860,Charles Cavendish,John Pell,1646-08-07,7808257,9911085,Paris (FR),Amsterdam (NL),2988507,2759794
9914862,Constantijn Huygens,Marin Mersenne,1646-08-21,7807069,7584584,Sint-Gillis-Waas (BE),Paris (FR),2786694,2988507
9914864,Marin Mersenne,Evangelista Torricelli,1646-08-26,7584584,9911068,Paris (FR),Firenze (IT),2988507,3176959
9914870,Marin Mersenne,André Rivet,1646-09-07,7584584,7807233,Paris (FR),Den Haag (NL),2988507,2747373
9914873,Marin Mersenne,Evangelista Torricelli,1646-09-15,7584584,9911068,Paris (FR),Firenze (IT),2988507,3176959
9914892,Marin Mersenne,André Rivet,1646-10-11,7584584,7807233,Paris (FR),Den Haag (NL),2988507,2747373
9914896,Charles Cavendish,Marin Mersenne,1646-10-13,7808257,7584584,Paris (FR),Paris (FR),2988507,2988507
9914905,Marin Mersenne,Ismaël Boulliau,1646-10-26,7584584,9604321,Paris (FR),Venezia (IT),2988507,3164603
9914933,Charles Cavendish,John Pell,1646-12-07,7808257,9911085,Paris (FR),Breda (NL),2988507,2758401
9914939,Marin Mersenne,André Rivet,1646-12-20,7584584,7807233,Paris (FR),Breda (NL),2988507,2758401
9914945,Marin Mersenne,Johannes Hevelius,1647-01-01,7584584,9604347,Paris (FR),Gdańsk (PL),2988507,3099434
9914960,Samuel Sorbière,Thomas Bartholin,1647-02-01,7807690,9911101,Den Haag (NL),Copenhagen (DK),2747373,2618425
9914962,Gabriel Thibaut,Marin Mersenne,1647-02-03,9910954,7584584,Chaumont (FR),Paris (FR),3025892,2988507
9914968,Marin Mersenne,Cassiano Dal Pozzo,1647-02-20,7584584,9911063,Paris (FR),Roma (IT),2988507,3169070
9914973,Samuel Sorbière,Marin Mersenne,1647-03-04,7807690,7584584,Den Haag (NL),Paris (FR),2747373,2988507
9914978,Marin Mersenne,Samuel Sorbière,1647-03-21,7584584,7807690,Paris (FR),Den Haag (NL),2988507,2747373
9914982,Gabriel Thibaut,Marin Mersenne,1647-04-01,9910954,7584584,Chaumont (FR),Paris (FR),3025892,2988507
9914985,Samuel Sorbière,Marin Mersenne,1647-04-15,7807690,7584584,Den Haag (NL),Paris (FR),2747373,2988507
9914996,Gabriel Thibaut,Marin Mersenne,1647-06-03,9910954,7584584,Chaumont (FR),Paris (FR),3025892,2988507
9914999,Gabriel Thibaut,Marin Mersenne,1647-06-22,9910954,7584584,Chaumont (FR),Paris (FR),3025892,2988507
9915004,Jacques-Alexandre le Tenneur,Marin Mersenne,1647-07-09,9910955,7584584,Tours (FR),Paris (FR),2972191,2988507
9915007,Giovanni Battista Baliani,Marin Mersenne,1647-07-16,9910972,7584584,Savona (IT),Paris (FR),3167022,2988507
9915013,Giovanni Battista Baliani,Marin Mersenne,1647-07-30,9910972,7584584,Savona (IT),Paris (FR),3167022,2988507
9915041,Jacqueline Pascal,Gilberte Pascal Périer,1647-09-25,9592113,9910894,Paris (FR),Rouen (FR),2988507,2982652
9915043,Jean François,Marin Mersenne,1647-09-28,9910968,7584584,Nevers (FR),Paris (FR),2990474,2988507
9915046,Giovanni Battista Baliani,Marin Mersenne,1647-10-01,9910972,7584584,Savona (IT),Paris (FR),3167022,2988507
9915047,Samuel Sorbière,Marin Mersenne,1647-10-04,7807690,7584584,Leiden (NL),Paris (FR),2751773,2988507
9915054,Jacques-Alexandre le Tenneur,Marin Mersenne,1647-10-21,9910955,7584584,Tours (FR),Paris (FR),2972191,2988507
9915062,Marin Mersenne,Samuel Sorbière,1647-11-05,7584584,7807690,Paris (FR),Den Haag (NL),2988507,2747373
9915081,Marin Mersenne,Johannes Hevelius,1647-12-20,7584584,9604347,Paris (FR),Gdańsk (PL),2988507,3099434
9915083,Samuel Sorbière,Marin Mersenne,1647-12-23,7807690,7584584,Den Haag (NL),Paris (FR),2747373,2988507
9915095,Giovanni Battista Baliani,Marin Mersenne,1648-01-08,9910972,7584584,Savona (IT),Paris (FR),3167022,2988507
9915097,Samuel Sorbière,Marin Mersenne,1648-01-11,7807690,7584584,Leiden (NL),Paris (FR),2751773,2988507
9915101,Jacques-Alexandre le Tenneur,Marin Mersenne,1648-01-16,9910955,7584584,Tours (FR),Paris (FR),2972191,2988507
9915102,Marin Mersenne,Johannes Hevelius,1648-01-20,7584584,9604347,Paris (FR),Gdańsk (PL),2988507,3099434
9915108,Gabriel Thibaut,Marin Mersenne,1648-02-07,9910954,7584584,Chaumont (FR),Paris (FR),3025892,2988507
9915110, Courtemblay,Marin Mersenne,1648-02-11,9910904,7584584,Paris (FR),Paris (FR),2988507,2988507
9915123,de Méru,Marin Mersenne,1648-03-05,9910966,7584584,Nevers (FR),Paris (FR),2990474,2988507
9915124,Michelangelo Ricci,Marin Mersenne,1648-03-06,9911051,7584584,Roma (IT),Paris (FR),3169070,2988507
9915125,Athanasius Kircher,Marin Mersenne,1648-03-10,9911088,7584584,Roma (IT),Paris (FR),3169070,2988507
9915135,Pierre Chanut,Marin Mersenne,1648-03-21,7807895,7584584,Stockholm (SE),Paris (FR),2673730,2988507
9915140,Gabriel Thibaut,Marin Mersenne,1648-04-05,9910954,7584584,Chaumont (FR),Paris (FR),3025892,2988507
9915145,Marin Mersenne,Constantijn Huygens,1648-04-17,7584584,7807069,Paris (FR),Den Haag (NL),2988507,2747373
9915152,Johannes Hevelius,Marin Mersenne,1648-04-24,9604347,7584584,Gdańsk (PL),Paris (FR),3099434,2988507
9915154,Étienne Pascal,Étienne Noël,1648-04,7584907,7808265,Rouen (FR),Paris (FR),2982652,2988507
9915161,François Bonneau du Verdus,Marin Mersenne,1648-05-07,9910945,7584584,Bordeaux (FR),Paris (FR),3031582,2988507
9915168,Gabriel Thibaut,Marin Mersenne,1648-05-24,9910954,7584584,Chaumont (FR),Paris (FR),3025892,2988507
9915184,Aimé de Gaignières,Marin Mersenne,1648-06-24,9910974,7584584,Auxerre (FR),Paris (FR),3035843,2988507
9915186,Jacques de Valois,Marin Mersenne,1648-06-28,9911015,7584584,Grenoble (FR),Paris (FR),3014728,2988507
9915189,Gabriel Thibaut,Marin Mersenne,1648-07-01,9910954,7584584,Chaumont (FR),Paris (FR),3025892,2988507
9915194,Giovanni Battista Baliani,Marin Mersenne,1648-07-04,9910972,7584584,Genova (IT),Paris (FR),3176219,2988507
9915198,Emmanuel Maignan,Marin Mersenne,1648-07-17,9911053,7584584,Roma (IT),Paris (FR),3169070,2988507
9915206,Jacques de Valois,Marin Mersenne,1648-07-29,9911015,7584584,Grenoble (FR),Paris (FR),3014728,2988507
9915208,Charles Cavendish,John Pell,1648-08-02,7808257,9911085,Rotterdam (NL),Breda (NL),2747891,2758401
9915215,Adrien Auzout,Marin Mersenne,1648-08-21,7808279,7584584,Azay-le-Ferron (FR),Paris (FR),3035549,2988507
9999514,Florimond Debeaune,Gilles Personne de Roberval,1638-10-10,7807514,7585018,Blois (FR),Paris (FR),3032213,2988507
10107744,Jean-Maximilien de l'Ange,André Rivet,1637-10-24,10107740,7807233,Gaillon (FR),Den Haag (NL),3016807,2747373
10270581,Marin Mersenne,Theodor Haak,1640-11-16,7584584,9906641,Paris (FR),London (GB),2988507,2643743
10270582,Marin Mersenne,Theodor Haak,1640-12-13,7584584,9906641,Paris (FR),London (GB),2988507,2643743
